product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag
PRD0525,Candle Quest 624,Audio,Candle,904.72,472.68,2015.0,12.0,0.38,SKU-CAN00525,Wireless Audio,Bloom,Gold,SUP007,China,2015-10-27,GST_STANDARD,Protective case,False,True
PRD0526,Vela Wave 625,Smart Home,Vela,149.19,93.69,2017.0,12.0,0.393,SKU-VEL00526,Home Automation,Core,Red,SUP008,Australia,2017-07-12,GST_STANDARD,Box,False,True
PRD0527,Candle Edge 626,Gaming,Candle,1359.21,903.57,2017.0,24.0,1.008,SKU-CAN00527,Gaming Hardware,Edge,Gold,SUP009,Malaysia,2017-06-22,GST_STANDARD,Protective case,True,True
PRD0528,Vela Nova 627,Wearable,Vela,821.66,580.31,2016.0,12.0,0.093,SKU-VEL00528,Health Wearable,Echo,Blue,SUP010,Malaysia,2016-05-05,GST_STANDARD,Protective case,False,True
PRD0529,Candle Shift 628,Networking,Candle,1448.34,848.76,2012.0,24.0,0.754,SKU-CAN00529,Connected Network,Flux,Green,SUP011,Vietnam,2012-04-26,GST_STANDARD,Recycled box,True,True
PRD0530,Vela Atlas 629,Accessory,Vela,376.94,285.87,2012.0,12.0,0.16,SKU-VEL00530,Mobile Accessory,Halo,Graphite,SUP012,Vietnam,2012-08-11,GST_STANDARD,Recycled box,True,True
PRD0531,Candle Flux 630,Laptop,Candle,2758.01,1813.88,2015.0,24.0,1.293,SKU-CAN00531,Ultrabook,Lumen,Black,SUP013,Japan,2015-08-23,GST_STANDARD,Box,True,True
PRD0532,Vela Pulse 631,Smartphone,Vela,894.27,587.97,2016.0,24.0,0.16,SKU-VEL00532,5G Smartphone,Nova,White,SUP014,Malaysia,2016-07-11,GST_STANDARD,Protective case,True,True
PRD0533,Candle Vista 632,Tablet,Candle,1215.39,729.65,2013.0,24.0,0.481,SKU-CAN00533,Productivity Tablet,Orbit,Blue,SUP015,Australia,2013-05-11,GST_STANDARD,Box,True,False
PRD0534,Vela Core 633,Home Entertainment,Vela,3276.91,2326.91,2013.0,24.0,6.196,SKU-VEL00534,Smart Display,Pulse,Silver,SUP016,Vietnam,2013-05-07,GST_STANDARD,Protective case,True,True
PRD0535,Candle Lumen 634,Audio,Candle,976.79,673.09,2016.0,12.0,0.585,SKU-CAN00535,Wireless Audio,Quest,Graphite,SUP017,China,2016-01-13,GST_STANDARD,Recycled box,True,True
PRD0536,Vela Ridge 635,Smart Home,Vela,616.08,359.82,2012.0,12.0,0.355,SKU-VEL00536,Home Automation,Ridge,Gold,SUP018,Malaysia,2012-05-26,GST_STANDARD,Recycled box,False,True
PRD0537,Candle Arc 636,Gaming,Candle,2543.03,1457.35,2013.0,24.0,1.21,SKU-CAN00537,Gaming Hardware,Shift,Blue,SUP019,Australia,2013-04-02,GST_STANDARD,Recycled box,True,True
PRD0538,Vela Echo 637,Wearable,Vela,930.3,693.25,2014.0,12.0,0.118,SKU-VEL00538,Health Wearable,Spark,Silver,SUP020,Australia,2014-08-18,GST_STANDARD,Protective case,True,True
PRD0539,Candle Orbit 638,Networking,Candle,125.14,74.34,2012.0,24.0,0.761,SKU-CAN00539,Connected Network,Vista,White,SUP021,Korea,2012-04-08,GST_STANDARD,Protective case,True,True
PRD0540,Vela Spark 639,Accessory,Vela,255.66,155.22,2017.0,12.0,0.206,SKU-VEL00540,Mobile Accessory,Wave,White,SUP022,Vietnam,2017-12-12,GST_STANDARD,Box,True,True
PRD0541,Candle Bloom 640,Laptop,Candle,1837.92,1070.69,2015.0,24.0,1.519,SKU-CAN00541,Ultrabook,Arc,Gold,SUP023,Vietnam,2015-03-20,GST_STANDARD,Recycled box,True,True
PRD0542,Vela Halo 641,Smartphone,Vela,720.22,526.75,2016.0,24.0,0.218,SKU-VEL00542,5G Smartphone,Atlas,Green,SUP024,Australia,2016-02-11,GST_STANDARD,Box,False,True
PRD0543,Candle Quest 642,Tablet,Candle,398.13,212.52,2012.0,24.0,0.553,SKU-CAN00543,Productivity Tablet,Bloom,Blue,SUP025,Japan,2012-09-10,GST_STANDARD,Box,True,True
PRD0544,Vela Wave 643,Home Entertainment,Vela,1918.0,1400.4,2015.0,24.0,8.282,SKU-VEL00544,Smart Display,Core,Graphite,SUP026,Vietnam,2015-01-13,GST_STANDARD,Recycled box,True,True
PRD0545,Candle Edge 644,Audio,Candle,879.28,589.38,2017.0,12.0,0.648,SKU-CAN00545,Wireless Audio,Edge,White,SUP027,Korea,2017-06-15,GST_STANDARD,Protective case,False,True
PRD0546,Vela Nova 645,Smart Home,Vela,426.68,246.12,2017.0,12.0,0.311,SKU-VEL00546,Home Automation,Echo,Black,SUP028,Australia,2017-06-12,GST_STANDARD,Box,True,True
PRD0547,Candle Shift 646,Gaming,Candle,2376.82,1646.64,2012.0,24.0,1.103,SKU-CAN00547,Gaming Hardware,Flux,Red,SUP029,Australia,2012-07-22,GST_STANDARD,Box,True,True
PRD0548,Vela Atlas 647,Wearable,Vela,181.04,92.14,2012.0,12.0,0.092,SKU-VEL00548,Health Wearable,Halo,White,SUP030,Malaysia,2012-10-25,GST_STANDARD,Recycled box,True,True
PRD0549,Candle Flux 648,Networking,Candle,1361.68,714.6,2016.0,24.0,0.775,SKU-CAN00549,Connected Network,Lumen,Green,SUP031,Vietnam,2016-07-02,GST_STANDARD,Box,False,True
PRD0550,Vela Pulse 649,Accessory,Vela,184.97,129.27,2017.0,12.0,0.177,SKU-VEL00550,Mobile Accessory,Nova,Black,SUP032,China,2017-07-17,GST_STANDARD,Recycled box,True,False
PRD0551,Candle Vista 650,Laptop,Candle,2626.22,1490.8,2015.0,24.0,1.223,SKU-CAN00551,Ultrabook,Orbit,Blue,SUP033,Australia,2015-11-09,GST_STANDARD,Box,False,True
PRD0552,Vela Core 651,Smartphone,Vela,1832.39,1250.67,2015.0,24.0,0.161,SKU-VEL00552,5G Smartphone,Pulse,Gold,SUP034,Malaysia,2015-04-18,GST_STANDARD,Box,True,True
PRD0553,Candle Lumen 652,Tablet,Candle,722.16,524.88,2014.0,24.0,0.768,SKU-CAN00553,Productivity Tablet,Quest,Green,SUP035,Japan,2014-09-23,GST_STANDARD,Protective case,True,True
PRD0554,Vela Ridge 653,Home Entertainment,Vela,1619.69,793.75,2013.0,24.0,8.214,SKU-VEL00554,Smart Display,Ridge,Silver,SUP036,Malaysia,2013-03-11,GST_STANDARD,Recycled box,False,True
PRD0555,Candle Arc 654,Audio,Candle,407.18,284.84,2014.0,12.0,0.383,SKU-CAN00555,Wireless Audio,Shift,Gold,SUP037,China,2014-11-08,GST_STANDARD,Protective case,False,True
PRD0556,Vela Echo 655,Smart Home,Vela,303.66,171.72,2014.0,12.0,0.287,SKU-VEL00556,Home Automation,Spark,Blue,SUP001,China,2014-08-01,GST_STANDARD,Box,True,True
PRD0557,Candle Orbit 656,Gaming,Candle,1855.06,990.54,2017.0,24.0,1.324,SKU-CAN00557,Gaming Hardware,Vista,Gold,SUP002,Australia,2017-07-13,GST_STANDARD,Box,True,True
PRD0558,Vela Spark 657,Wearable,Vela,603.01,305.95,2016.0,12.0,0.1,SKU-VEL00558,Health Wearable,Wave,Gold,SUP003,China,2016-11-16,GST_STANDARD,Recycled box,True,True
PRD0559,Candle Bloom 658,Networking,Candle,899.23,607.79,2013.0,24.0,0.769,SKU-CAN00559,Connected Network,Arc,Red,SUP004,China,2013-10-10,GST_STANDARD,Protective case,False,True
PRD0560,Vela Halo 659,Accessory,Vela,230.25,167.52,2012.0,12.0,0.196,SKU-VEL00560,Mobile Accessory,Atlas,Gold,SUP005,Australia,2012-01-10,GST_STANDARD,Recycled box,True,True
PRD0561,Candle Quest 660,Laptop,Candle,2439.38,1269.43,2017.0,24.0,1.613,SKU-CAN00561,Ultrabook,Bloom,Silver,SUP006,Vietnam,2017-09-07,GST_STANDARD,Recycled box,False,True
PRD0562,Vela Wave 661,Smartphone,Vela,536.89,268.65,2013.0,24.0,0.181,SKU-VEL00562,5G Smartphone,Core,Silver,SUP007,Australia,2013-04-18,GST_STANDARD,Recycled box,True,True
PRD0563,Candle Edge 662,Tablet,Candle,270.8,202.28,2017.0,24.0,0.452,SKU-CAN00563,Productivity Tablet,Edge,Blue,SUP008,Korea,2017-09-08,GST_STANDARD,Box,True,True
PRD0564,Vela Nova 663,Home Entertainment,Vela,1250.64,853.46,2016.0,24.0,5.55,SKU-VEL00564,Smart Display,Echo,Red,SUP009,Vietnam,2016-06-03,GST_STANDARD,Recycled box,False,True
PRD0565,Candle Shift 664,Audio,Candle,1060.41,537.6,2016.0,12.0,0.624,SKU-CAN00565,Wireless Audio,Flux,White,SUP010,Australia,2016-04-21,GST_STANDARD,Protective case,True,True
PRD0566,Vela Atlas 665,Smart Home,Vela,47.51,32.92,2015.0,12.0,0.366,SKU-VEL00566,Home Automation,Halo,Red,SUP011,Australia,2015-01-03,GST_STANDARD,Box,False,True
PRD0567,Candle Flux 666,Gaming,Candle,383.28,271.02,2014.0,24.0,1.304,SKU-CAN00567,Gaming Hardware,Lumen,Silver,SUP012,Malaysia,2014-03-10,GST_STANDARD,Protective case,True,True
PRD0568,Vela Pulse 667,Wearable,Vela,272.51,152.1,2017.0,12.0,0.156,SKU-VEL00568,Health Wearable,Nova,Blue,SUP013,Japan,2017-04-07,GST_STANDARD,Recycled box,True,True
PRD0569,Candle Vista 668,Networking,Candle,965.49,711.65,2012.0,24.0,0.614,SKU-CAN00569,Connected Network,Orbit,Red,SUP014,Malaysia,2012-06-20,GST_STANDARD,Recycled box,True,True
PRD0570,Vela Core 669,Accessory,Vela,98.43,56.05,2012.0,12.0,0.141,SKU-VEL00570,Mobile Accessory,Pulse,Graphite,SUP015,Japan,2012-07-23,GST_STANDARD,Recycled box,True,True
PRD0571,Candle Lumen 670,Laptop,Candle,3138.88,1713.81,2015.0,24.0,1.86,SKU-CAN00571,Ultrabook,Quest,Black,SUP016,Australia,2015-05-10,GST_STANDARD,Protective case,False,True
PRD0572,Vela Ridge 671,Smartphone,Vela,483.42,325.64,2013.0,24.0,0.292,SKU-VEL00572,5G Smartphone,Ridge,White,SUP017,Korea,2013-07-05,GST_STANDARD,Box,True,True
PRD0573,Candle Arc 672,Tablet,Candle,394.67,214.26,2014.0,24.0,0.591,SKU-CAN00573,Productivity Tablet,Shift,Black,SUP018,Australia,2014-03-16,GST_STANDARD,Box,True,True
PRD0574,Vela Echo 673,Home Entertainment,Vela,2255.24,1630.38,2012.0,24.0,9.753,SKU-VEL00574,Smart Display,Spark,Green,SUP019,Malaysia,2012-10-07,GST_STANDARD,Protective case,True,True
PRD0575,Candle Orbit 674,Audio,Candle,357.22,200.17,2015.0,12.0,0.434,SKU-CAN00575,Wireless Audio,Vista,White,SUP020,China,2015-04-07,GST_STANDARD,Protective case,True,True
PRD0576,Vela Spark 675,Smart Home,Vela,136.9,100.86,2017.0,12.0,0.312,SKU-VEL00576,Home Automation,Wave,Black,SUP021,Korea,2017-01-09,GST_STANDARD,Box,True,True
PRD0577,Candle Bloom 676,Gaming,Candle,941.97,536.65,2012.0,24.0,1.623,SKU-CAN00577,Gaming Hardware,Arc,Silver,SUP022,China,2012-01-16,GST_STANDARD,Box,True,True
PRD0578,Vela Halo 677,Wearable,Vela,856.24,532.68,2012.0,12.0,0.106,SKU-VEL00578,Health Wearable,Atlas,White,SUP023,Korea,2012-05-02,GST_STANDARD,Protective case,True,True
PRD0579,Candle Quest 678,Networking,Candle,878.27,600.27,2015.0,24.0,0.748,SKU-CAN00579,Connected Network,Bloom,Silver,SUP024,Korea,2015-04-10,GST_STANDARD,Recycled box,False,True
PRD0580,Vela Wave 679,Accessory,Vela,76.83,45.64,2017.0,12.0,0.199,SKU-VEL00580,Mobile Accessory,Core,Red,SUP025,China,2017-01-09,GST_STANDARD,Protective case,True,True
PRD0581,Candle Edge 680,Laptop,Candle,2654.25,1869.27,2016.0,24.0,1.297,SKU-CAN00581,Ultrabook,Edge,Black,SUP026,Vietnam,2016-12-27,GST_STANDARD,Protective case,True,True
PRD0582,Vela Nova 681,Smartphone,Vela,1682.59,1238.04,2015.0,24.0,0.288,SKU-VEL00582,5G Smartphone,Echo,White,SUP027,Vietnam,2015-12-03,GST_STANDARD,Recycled box,False,True
PRD0583,Candle Shift 682,Tablet,Candle,981.15,509.47,2013.0,24.0,0.844,SKU-CAN00583,Productivity Tablet,Flux,Red,SUP028,Malaysia,2013-12-23,GST_STANDARD,Protective case,True,True
PRD0584,Vela Atlas 683,Home Entertainment,Vela,2076.86,1257.53,2016.0,24.0,8.644,SKU-VEL00584,Smart Display,Halo,Blue,SUP029,Malaysia,2016-03-19,GST_STANDARD,Box,True,True
PRD0585,Candle Flux 684,Audio,Candle,557.31,350.36,2015.0,12.0,0.346,SKU-CAN00585,Wireless Audio,Lumen,Blue,SUP030,Australia,2015-05-16,GST_STANDARD,Recycled box,True,False
PRD0586,Vela Pulse 685,Smart Home,Vela,450.26,297.6,2012.0,12.0,0.334,SKU-VEL00586,Home Automation,Nova,Black,SUP031,Korea,2012-07-20,GST_STANDARD,Protective case,True,True
PRD0587,Candle Vista 686,Gaming,Candle,103.55,67.21,2016.0,24.0,1.394,SKU-CAN00587,Gaming Hardware,Orbit,White,SUP032,China,2016-09-27,GST_STANDARD,Recycled box,True,True
PRD0588,Vela Core 687,Wearable,Vela,597.66,360.42,2012.0,12.0,0.157,SKU-VEL00588,Health Wearable,Pulse,Green,SUP033,Korea,2012-11-03,GST_STANDARD,Protective case,False,True
PRD0589,Candle Lumen 688,Networking,Candle,675.7,433.04,2013.0,24.0,0.567,SKU-CAN00589,Connected Network,Quest,Gold,SUP034,Malaysia,2013-01-06,GST_STANDARD,Recycled box,False,True
PRD0590,Vela Ridge 689,Accessory,Vela,268.79,157.73,2012.0,12.0,0.163,SKU-VEL00590,Mobile Accessory,Ridge,Green,SUP035,China,2012-01-01,GST_STANDARD,Recycled box,True,True
PRD0591,Candle Arc 690,Laptop,Candle,2794.24,1714.79,2016.0,24.0,1.26,SKU-CAN00591,Ultrabook,Shift,White,SUP036,China,2016-02-18,GST_STANDARD,Protective case,False,True
PRD0592,Vela Echo 691,Smartphone,Vela,748.49,520.82,2014.0,24.0,0.204,SKU-VEL00592,5G Smartphone,Spark,Gold,SUP037,China,2014-10-10,GST_STANDARD,Recycled box,True,True
PRD0593,Candle Orbit 692,Tablet,Candle,1331.28,906.89,2012.0,24.0,0.763,SKU-CAN00593,Productivity Tablet,Vista,Black,SUP001,Malaysia,2012-03-15,GST_STANDARD,Protective case,True,True
PRD0594,Vela Spark 693,Home Entertainment,Vela,3645.51,2694.09,2013.0,24.0,7.747,SKU-VEL00594,Smart Display,Wave,Gold,SUP002,Japan,2013-04-01,GST_STANDARD,Protective case,True,True
PRD0595,Candle Bloom 694,Audio,Candle,521.69,311.45,2017.0,12.0,0.623,SKU-CAN00595,Wireless Audio,Arc,White,SUP003,Korea,2017-06-18,GST_STANDARD,Protective case,True,True
PRD0596,Vela Halo 695,Smart Home,Vela,741.69,382.37,2013.0,12.0,0.404,SKU-VEL00596,Home Automation,Atlas,Green,SUP004,Vietnam,2013-04-01,GST_STANDARD,Protective case,False,True
PRD0597,Candle Quest 696,Gaming,Candle,1093.56,695.11,2017.0,24.0,0.988,SKU-CAN00597,Gaming Hardware,Bloom,Black,SUP005,Vietnam,2017-01-08,GST_STANDARD,Recycled box,True,True
PRD0598,Vela Wave 697,Wearable,Vela,929.85,658.26,2017.0,12.0,0.088,SKU-VEL00598,Health Wearable,Core,White,SUP006,China,2017-10-23,GST_STANDARD,Protective case,True,True
PRD0599,Candle Edge 698,Networking,Candle,1206.34,873.38,2012.0,24.0,0.713,SKU-CAN00599,Connected Network,Edge,Green,SUP007,Japan,2012-04-26,GST_STANDARD,Recycled box,False,True
PRD0600,Vela Nova 699,Accessory,Vela,394.0,228.27,2016.0,12.0,0.134,SKU-VEL00600,Mobile Accessory,Echo,Red,SUP008,Japan,2016-12-23,GST_STANDARD,Protective case,True,True
PRD0601,Candle Shift 700,Laptop,Candle,1666.52,968.44,2014.0,24.0,1.882,SKU-CAN00601,Ultrabook,Flux,Black,SUP009,Australia,2014-05-12,GST_STANDARD,Recycled box,True,True
PRD0602,Vela Atlas 701,Smartphone,Vela,1279.42,814.57,2016.0,24.0,0.298,SKU-VEL00602,5G Smartphone,Halo,Silver,SUP010,Australia,2016-08-13,GST_STANDARD,Box,True,True
PRD0603,Candle Flux 702,Tablet,Candle,671.51,463.37,2017.0,24.0,0.612,SKU-CAN00603,Productivity Tablet,Lumen,Green,SUP011,China,2017-11-13,GST_STANDARD,Box,True,True
PRD0604,Vela Pulse 703,Home Entertainment,Vela,1327.89,779.0,2014.0,24.0,6.305,SKU-VEL00604,Smart Display,Nova,Graphite,SUP012,Japan,2014-06-05,GST_STANDARD,Protective case,False,True
PRD0605,Candle Vista 704,Audio,Candle,845.14,471.48,2016.0,12.0,0.51,SKU-CAN00605,Wireless Audio,Orbit,Silver,SUP013,Vietnam,2016-07-15,GST_STANDARD,Box,True,True
PRD0606,Vela Core 705,Smart Home,Vela,721.57,353.41,2013.0,12.0,0.375,SKU-VEL00606,Home Automation,Pulse,White,SUP014,Korea,2013-04-13,GST_STANDARD,Box,True,True
PRD0607,Candle Lumen 706,Gaming,Candle,1460.76,1032.97,2013.0,24.0,1.41,SKU-CAN00607,Gaming Hardware,Quest,Graphite,SUP015,Vietnam,2013-03-07,GST_STANDARD,Protective case,False,True
PRD0608,Vela Ridge 707,Wearable,Vela,772.25,512.26,2012.0,12.0,0.098,SKU-VEL00608,Health Wearable,Ridge,Black,SUP016,Australia,2012-10-25,GST_STANDARD,Protective case,True,True
PRD0609,Candle Arc 708,Networking,Candle,138.47,91.2,2017.0,24.0,0.88,SKU-CAN00609,Connected Network,Shift,Silver,SUP017,Australia,2017-08-17,GST_STANDARD,Protective case,False,True
PRD0610,Vela Echo 709,Accessory,Vela,21.93,13.24,2016.0,12.0,0.192,SKU-VEL00610,Mobile Accessory,Spark,Green,SUP018,Korea,2016-11-23,GST_STANDARD,Protective case,True,True
PRD0611,Candle Orbit 710,Laptop,Candle,1602.37,875.05,2012.0,24.0,1.878,SKU-CAN00611,Ultrabook,Vista,Red,SUP019,China,2012-11-18,GST_STANDARD,Protective case,True,True
PRD0612,Vela Spark 711,Smartphone,Vela,471.59,356.37,2012.0,24.0,0.218,SKU-VEL00612,5G Smartphone,Wave,Gold,SUP020,Vietnam,2012-09-02,GST_STANDARD,Recycled box,False,True
PRD0613,Candle Bloom 712,Tablet,Candle,990.18,548.37,2016.0,24.0,0.541,SKU-CAN00613,Productivity Tablet,Arc,Red,SUP021,Malaysia,2016-08-03,GST_STANDARD,Box,True,True
PRD0614,Vela Halo 713,Home Entertainment,Vela,3562.62,2461.39,2014.0,24.0,6.19,SKU-VEL00614,Smart Display,Atlas,Gold,SUP022,Japan,2014-10-04,GST_STANDARD,Protective case,True,True
PRD0615,Candle Quest 714,Audio,Candle,196.23,103.05,2017.0,12.0,0.425,SKU-CAN00615,Wireless Audio,Bloom,Black,SUP023,Malaysia,2017-12-21,GST_STANDARD,Recycled box,False,True
PRD0616,Vela Wave 715,Smart Home,Vela,644.96,365.54,2013.0,12.0,0.385,SKU-VEL00616,Home Automation,Core,Blue,SUP024,Korea,2013-05-03,GST_STANDARD,Protective case,True,True
PRD0617,Candle Edge 716,Gaming,Candle,1897.96,1008.28,2014.0,24.0,1.242,SKU-CAN00617,Gaming Hardware,Edge,Blue,SUP025,Vietnam,2014-12-01,GST_STANDARD,Protective case,False,True
PRD0618,Vela Nova 717,Wearable,Vela,1068.97,564.43,2015.0,12.0,0.123,SKU-VEL00618,Health Wearable,Echo,Black,SUP026,Korea,2015-06-25,GST_STANDARD,Recycled box,True,True
PRD0619,Candle Shift 718,Networking,Candle,180.89,95.45,2016.0,24.0,0.966,SKU-CAN00619,Connected Network,Flux,Blue,SUP027,Japan,2016-09-20,GST_STANDARD,Box,False,True
PRD0620,Vela Atlas 719,Accessory,Vela,123.89,59.81,2017.0,12.0,0.233,SKU-VEL00620,Mobile Accessory,Halo,Black,SUP028,Japan,2017-04-17,GST_STANDARD,Protective case,True,True
PRD0621,Candle Flux 720,Laptop,Candle,1720.44,954.86,2017.0,24.0,1.71,SKU-CAN00621,Ultrabook,Lumen,Graphite,SUP029,Malaysia,2017-07-26,GST_STANDARD,Recycled box,True,True
PRD0622,Vela Pulse 721,Smartphone,Vela,1882.1,1418.43,2017.0,24.0,0.266,SKU-VEL00622,5G Smartphone,Nova,Green,SUP030,Japan,2017-08-07,GST_STANDARD,Box,True,True
PRD0623,Candle Vista 722,Tablet,Candle,292.46,201.46,2012.0,24.0,0.58,SKU-CAN00623,Productivity Tablet,Orbit,Graphite,SUP031,Korea,2012-04-26,GST_STANDARD,Recycled box,True,True
PRD0624,Vela Core 723,Home Entertainment,Vela,4074.77,2860.84,2015.0,24.0,6.294,SKU-VEL00624,Smart Display,Pulse,Graphite,SUP032,Korea,2015-12-26,GST_STANDARD,Recycled box,True,True
PRD0625,Candle Lumen 724,Audio,Candle,1041.53,561.6,2014.0,12.0,0.361,SKU-CAN00625,Wireless Audio,Quest,Blue,SUP033,Australia,2014-05-02,GST_STANDARD,Recycled box,True,True
PRD0626,Vela Ridge 725,Smart Home,Vela,502.49,337.13,2013.0,12.0,0.459,SKU-VEL00626,Home Automation,Ridge,Gold,SUP034,Malaysia,2013-06-04,GST_STANDARD,Box,True,True
PRD0627,Candle Arc 726,Gaming,Candle,2451.16,1451.95,2015.0,24.0,1.121,SKU-CAN00627,Gaming Hardware,Shift,Green,SUP035,Malaysia,2015-09-13,GST_STANDARD,Box,True,True
PRD0628,Vela Echo 727,Wearable,Vela,306.06,178.6,2013.0,12.0,0.088,SKU-VEL00628,Health Wearable,Spark,Graphite,SUP036,Vietnam,2013-03-24,GST_STANDARD,Recycled box,True,True
PRD0629,Candle Orbit 728,Networking,Candle,270.17,146.77,2012.0,24.0,0.807,SKU-CAN00629,Connected Network,Vista,Gold,SUP037,China,2012-12-18,GST_STANDARD,Recycled box,True,True
PRD0630,Vela Spark 729,Accessory,Vela,59.46,37.21,2016.0,12.0,0.227,SKU-VEL00630,Mobile Accessory,Wave,Green,SUP001,Australia,2016-06-23,GST_STANDARD,Protective case,False,True
PRD0631,Candle Bloom 730,Laptop,Candle,2799.14,1804.4,2015.0,24.0,1.77,SKU-CAN00631,Ultrabook,Arc,White,SUP002,Korea,2015-09-17,GST_STANDARD,Protective case,True,True
PRD0632,Vela Halo 731,Smartphone,Vela,1094.69,583.51,2014.0,24.0,0.217,SKU-VEL00632,5G Smartphone,Atlas,White,SUP003,Japan,2014-10-03,GST_STANDARD,Recycled box,True,True
PRD0633,Candle Quest 732,Tablet,Candle,809.48,407.03,2016.0,24.0,0.747,SKU-CAN00633,Productivity Tablet,Bloom,Black,SUP004,Malaysia,2016-04-22,GST_STANDARD,Recycled box,True,True
PRD0634,Vela Wave 733,Home Entertainment,Vela,405.16,198.4,2012.0,24.0,8.408,SKU-VEL00634,Smart Display,Core,Gold,SUP005,Korea,2012-06-10,GST_STANDARD,Protective case,True,True
PRD0635,Candle Edge 734,Audio,Candle,626.79,412.99,2015.0,12.0,0.534,SKU-CAN00635,Wireless Audio,Edge,Red,SUP006,Japan,2015-01-20,GST_STANDARD,Protective case,True,True
PRD0636,Vela Nova 735,Smart Home,Vela,63.83,35.96,2012.0,12.0,0.479,SKU-VEL00636,Home Automation,Echo,Gold,SUP007,Vietnam,2012-01-10,GST_STANDARD,Recycled box,True,True
PRD0637,Candle Shift 736,Gaming,Candle,1717.71,1188.99,2017.0,24.0,1.388,SKU-CAN00637,Gaming Hardware,Flux,Gold,SUP008,Japan,2017-10-09,GST_STANDARD,Box,False,True
PRD0638,Vela Atlas 737,Wearable,Vela,248.57,121.06,2014.0,12.0,0.115,SKU-VEL00638,Health Wearable,Halo,Black,SUP009,Australia,2014-10-08,GST_STANDARD,Recycled box,False,False
PRD0639,Candle Flux 738,Networking,Candle,1043.97,728.38,2014.0,24.0,0.658,SKU-CAN00639,Connected Network,Lumen,Silver,SUP010,China,2014-05-12,GST_STANDARD,Box,True,True
PRD0640,Vela Pulse 739,Accessory,Vela,153.76,114.82,2015.0,12.0,0.24,SKU-VEL00640,Mobile Accessory,Nova,White,SUP011,Vietnam,2015-12-09,GST_STANDARD,Recycled box,True,True
PRD0641,Candle Vista 740,Laptop,Candle,934.18,473.27,2017.0,24.0,1.417,SKU-CAN00641,Ultrabook,Orbit,Red,SUP012,Japan,2017-04-14,GST_STANDARD,Protective case,True,True
PRD0642,Vela Core 741,Smartphone,Vela,790.1,524.54,2014.0,24.0,0.266,SKU-VEL00642,5G Smartphone,Pulse,Blue,SUP013,China,2014-04-19,GST_STANDARD,Box,True,False
PRD0643,Candle Lumen 742,Tablet,Candle,809.36,397.14,2017.0,24.0,0.499,SKU-CAN00643,Productivity Tablet,Quest,Red,SUP014,Malaysia,2017-04-02,GST_STANDARD,Box,True,True
PRD0644,Vela Ridge 743,Home Entertainment,Vela,3489.22,2326.21,2013.0,24.0,8.994,SKU-VEL00644,Smart Display,Ridge,Gold,SUP015,Malaysia,2013-01-12,GST_STANDARD,Protective case,True,True
PRD0645,Candle Arc 744,Audio,Candle,886.19,450.07,2013.0,12.0,0.576,SKU-CAN00645,Wireless Audio,Shift,Black,SUP016,Malaysia,2013-07-15,GST_STANDARD,Protective case,True,True
PRD0646,Vela Echo 745,Smart Home,Vela,98.45,60.12,2015.0,12.0,0.275,SKU-VEL00646,Home Automation,Spark,White,SUP017,Korea,2015-10-05,GST_STANDARD,Protective case,True,True
PRD0647,Candle Orbit 746,Gaming,Candle,1397.05,816.89,2013.0,24.0,1.567,SKU-CAN00647,Gaming Hardware,Vista,Black,SUP018,Vietnam,2013-05-27,GST_STANDARD,Protective case,True,True
PRD0648,Vela Spark 747,Wearable,Vela,210.67,147.86,2015.0,12.0,0.159,SKU-VEL00648,Health Wearable,Wave,White,SUP019,Malaysia,2015-01-13,GST_STANDARD,Recycled box,True,True
PRD0649,Candle Bloom 748,Networking,Candle,915.45,659.6,2017.0,24.0,0.693,SKU-CAN00649,Connected Network,Arc,Silver,SUP020,Korea,2017-05-07,GST_STANDARD,Recycled box,True,True
PRD0650,Vela Halo 749,Accessory,Vela,367.95,274.72,2016.0,12.0,0.23,SKU-VEL00650,Mobile Accessory,Atlas,Red,SUP021,China,2016-09-27,GST_STANDARD,Recycled box,False,True
PRD0651,Candle Quest 750,Laptop,Candle,929.1,696.42,2017.0,24.0,1.189,SKU-CAN00651,Ultrabook,Bloom,Blue,SUP022,Japan,2017-10-04,GST_STANDARD,Recycled box,False,True
PRD0652,Vela Wave 751,Smartphone,Vela,1465.81,932.3,2012.0,24.0,0.293,SKU-VEL00652,5G Smartphone,Core,Black,SUP023,Malaysia,2012-12-10,GST_STANDARD,Recycled box,True,True
PRD0653,Candle Edge 752,Tablet,Candle,1533.48,870.98,2017.0,24.0,0.575,SKU-CAN00653,Productivity Tablet,Edge,Black,SUP024,Korea,2017-03-05,GST_STANDARD,Recycled box,True,True
PRD0654,Vela Nova 753,Home Entertainment,Vela,4124.98,3033.2,2017.0,24.0,9.728,SKU-VEL00654,Smart Display,Echo,Gold,SUP025,Korea,2017-03-21,GST_STANDARD,Recycled box,True,True
PRD0655,Candle Shift 754,Audio,Candle,444.01,298.13,2012.0,12.0,0.631,SKU-CAN00655,Wireless Audio,Flux,Graphite,SUP026,China,2012-05-19,GST_STANDARD,Recycled box,True,True
